Latitude,Longitude,Newsletter,Transactions_LifetimeGiftsAmount,Transactions_LifetimeGiftsNumber,Transactions_AverageGiftAmount,DonationFrequency,DonationFrequencyActive,Transactions_Months1To12GiftsAmount,Transactions_Months1To12GiftsNumber,monthlyDonorMonths1to12,Transactions_Months13To24GiftsAmount,Transactions_Months13To24GiftsNumber,monthlyDonorMonths13to24,Transactions_Months25To36GiftsAmount,Transactions_Months25To36GiftsNumber,monthlyDonorMonths25to36,Transactions_DateOfFirstGift,Transactions_FirstGiftAmount,Transactions_DateOfLastGift,Transactions_LastGiftAmount,monthsSinceFirstDonation,monthsSinceLastDonation,activeMonths,Transactions_DateOfHighestGift,Transactions_HighestGiftAmount,Transactions_DateOfLowestGift,Transactions_LowestGiftAmount,DistanceFromEHSC
52.89406393354393,-1.1542585788965456,1,278.45,13,21.41923076923077,0.3611111111111111,0.3611111111111111,118.64,4,0,0.0,0,0,151.2,8,0,2021-04-27,20.65,2024-03-16,30.42,35,0,36,2024-03-16,29.5,2021-11-28,19.61,6.704642468282879
52.98179190947679,-1.15233269948619,1,40.06,2,20.03,0.2857142857142857,2.0,20.06,1,0,0.0,0,0,0.0,0,0,2023-09-27,19.43,2023-09-27,19.78,6,6,1,2023-09-29,20.17,2023-09-29,19.57,3.1930094897657573
52.98923607546738,-1.0434048797022422,0,30.48,3,10.16,1.0,1.5,20.48,2,0,0.0,0,0,0.0,0,0,2024-01-25,10.42,2024-02-29,10.1,2,1,2,2024-02-26,10.08,2024-02-26,9.69,7.688621367888432
52.98629417862238,-1.1488123200052305,0,199.85,2,99.925,0.0869565217391304,2.0,0.0,0,0,99.85,1,0,0.0,0,0,2022-05-29,97.7,2022-06-02,103.53,22,22,1,2022-06-01,101.72,2022-05-29,100.55,3.6444376576111326
52.97136116223506,-1.1497946421117535,1,19.93,2,9.965,0.2,2.0,9.93,1,0,0.0,0,0,0.0,0,0,2023-06-20,9.91,2023-06-24,10.25,9,9,1,2023-06-20,9.64,2023-06-24,9.91,2.025729450190659
52.99011313831979,-1.1237146555768434,0,49.1,2,24.55,0.0869565217391304,2.0,0.0,0,0,24.1,1,0,0.0,0,0,2022-05-12,25.52,2022-05-15,25.01,22,22,1,2022-05-12,25.82,2022-05-14,24.22,4.214316353155376
52.92294466753123,-1.1625926228872632,0,50.59,2,25.295,0.0833333333333333,2.0,0.0,0,0,25.59,1,0,0.0,0,0,2022-05-05,24.48,2022-05-08,25.14,23,23,1,2022-05-08,25.17,2022-05-07,25.1,3.7135395124930355
52.925385827463614,-1.1402906646977555,1,158.16,5,31.632,0.1724137931034483,0.1785714285714285,87.45,2,0,39.42,1,0,25.93,1,0,2021-11-22,25.22,2024-02-12,34.61,28,1,28,2023-12-16,51.61,2021-11-24,25.55,3.1667913361659226
53.01344605109104,-1.1874554579718888,1,39.38,2,19.69,0.1538461538461538,2.0,19.38,1,0,0.0,0,0,0.0,0,0,2023-03-30,19.55,2023-04-01,19.75,12,12,1,2023-03-29,20.59,2023-04-01,20.57,7.312152838777862
52.96454118823189,-1.162289508843399,1,135.49,6,22.581666666666667,0.2,0.2307692307692307,51.54,2,0,25.47,1,0,53.67,2,0,2021-10-21,24.77,2023-11-28,25.0,29,4,26,2023-11-30,25.0,2023-11-27,24.31,1.8272944389660921
52.94899314607135,-1.0218766265137915,1,59.92,2,29.96,0.5,2.0,29.92,1,0,0.0,0,0,0.0,0,0,2023-12-29,29.44,2023-12-30,29.5,3,3,1,2023-12-28,30.3,2023-12-30,30.16,8.070262801924711
52.95893139325999,-1.1326961336442711,0,98.87,2,49.435,0.6666666666666666,2.0,48.87,1,0,0.0,0,0,0.0,0,0,2024-01-15,49.19,2024-01-16,50.42,2,2,1,2024-01-15,50.82,2024-01-18,51.15,0.8287467648242934
52.98992998820911,-1.1130602000688483,0,97.1,2,48.55,0.0689655172413793,2.0,0.0,0,0,0.0,0,0,47.1,1,0,2021-12-09,51.47,2021-12-09,48.66,28,28,1,2021-12-10,50.94,2021-12-12,50.04,4.453807049317473
52.92010638750447,-1.200570449942603,1,198.96,2,99.48,0.1333333333333333,2.0,0.0,0,0,98.96,1,0,0.0,0,0,2023-01-18,101.56,2023-01-18,99.86,14,14,1,2023-01-16,96.68,2023-01-15,97.69,5.455468304886765
53.01793205698854,-1.105845599209211,0,20.0,2,10.0,0.074074074074074,2.0,0.0,0,0,0.0,0,0,10.0,1,0,2022-02-06,9.43,2022-02-10,10.24,26,26,1,2022-02-09,10.22,2022-02-09,9.91,7.528670771235424
52.99896058996655,-1.1612292268106834,0,541.78,26,20.837692307692308,0.7222222222222222,1.181818181818182,0.0,0,0,298.45,13,1,219.69,12,1,2021-04-19,15.01,2023-01-29,25.16,35,14,22,2023-01-30,24.39,2021-11-18,14.33,5.191236427018371
52.98665522494199,-1.2132379137042884,1,19.86,2,9.93,0.125,2.0,0.0,0,0,9.86,1,0,0.0,0,0,2022-12-09,10.05,2022-12-10,9.7,15,15,1,2022-12-12,10.11,2022-12-11,10.04,6.03790724769988
52.91807713322217,-1.1517270173013523,1,791.36,38,20.82526315789474,1.027027027027027,1.0555555555555556,239.6,12,1,247.67,12,1,282.98,13,1,2021-03-31,20.62,2024-02-02,19.78,36,1,36,2021-11-24,48.09,2021-05-13,9.85,4.035699148562665
52.92939139051126,-1.21689221549367,0,74.01,2,37.005,0.1333333333333333,1.0,0.0,0,0,49.01,1,0,0.0,0,0,2023-02-05,49.0,2023-02-06,51.48,14,13,2,2023-02-06,51.15,2023-02-07,50.15,5.741357334297635
52.97529565145061,-1.1200812962613107,0,20.11,2,10.055,0.0606060606060606,2.0,0.0,0,0,0.0,0,0,10.11,1,0,2021-08-05,10.2,2021-08-07,10.01,32,32,1,2021-08-05,10.28,2021-08-06,10.08,2.7951061578897893
52.8767960636884,-1.0948125289233526,0,50.31,2,25.155,0.0714285714285714,2.0,0.0,0,0,0.0,0,0,25.31,1,0,2021-12-24,26.0,2021-12-24,24.91,27,27,1,2021-12-26,24.33,2021-12-22,25.22,9.134038923996895
52.96177248734954,-1.203480781835488,1,358.06,37,9.677297297297295,1.0,1.0277777777777777,120.16,12,1,116.85,13,1,111.33,11,0,2021-04-14,10.47,2024-02-18,9.89,36,1,36,2024-02-16,10.11,2024-02-15,9.84,4.246190159100022
52.94871032403524,-1.003574331137299,1,730.13,36,20.281388888888888,0.972972972972973,1.0,246.74,12,1,238.55,12,1,225.4,11,0,2021-04-09,19.62,2024-02-09,19.87,36,1,36,2024-02-09,19.3,2024-02-11,20.46,9.299934742142954
52.914885161733146,-1.2380239649966769,0,155.04,4,38.76,0.1379310344827586,0.16,49.72,1,0,49.56,1,0,49.76,1,0,2021-12-08,50.36,2023-12-01,51.19,28,4,25,2023-11-27,51.44,2023-11-29,50.36,7.794149649582587
52.89190628521568,-1.1461136199889572,1,1461.1,6,243.51666666666665,0.1621621621621621,0.1764705882352941,1093.31,2,0,316.35,1,0,9.53,2,0,2021-04-02,5.12,2023-12-26,101.17,36,3,34,2023-04-27,990.31,2021-05-01,4.95,6.897617824820526
52.87855628711354,-1.0709066034165524,0,20.42,4,5.105,0.125,0.1290322580645161,9.78,1,0,4.95,1,0,5.04,1,0,2021-08-21,4.99,2024-02-04,10.38,31,1,31,2024-02-04,9.86,2022-06-05,4.97,9.635115879451904
52.98074664913729,-1.1158588834612584,1,99.82,2,49.91,0.0714285714285714,2.0,0.0,0,0,0.0,0,0,49.82,1,0,2021-12-19,51.11,2021-12-19,50.83,27,27,1,2021-12-20,51.66,2021-12-21,51.31,3.4615616553660544
52.974922065284666,-1.1648985787530066,0,46.05,9,5.116666666666666,0.25,1.125,0.0,0,0,0.0,0,0,41.05,8,0,2021-04-28,4.99,2021-11-28,5.04,35,28,8,2021-11-26,5.14,2021-11-30,5.12,2.81842241539194
52.98271956665064,-1.0793660728950072,1,10.16,2,5.08,0.6666666666666666,1.0,5.16,1,0,0.0,0,0,0.0,0,0,2024-01-31,5.03,2024-03-01,4.86,2,1,2,2024-03-02,5.09,2024-03-03,4.95,5.278657809807967
52.9701621330964,-1.1471684743659485,1,222.87,22,10.130454545454546,1.0,1.0,120.56,12,1,92.31,9,0,0.0,0,0,2022-06-22,9.98,2024-03-24,9.81,21,0,22,2024-03-21,9.93,2024-03-24,10.3,1.8545710392812609
52.97517258070821,-1.191147596111836,0,196.01,2,98.005,0.0714285714285714,2.0,0.0,0,0,0.0,0,0,96.01,1,0,2022-01-03,99.79,2022-01-04,101.34,27,27,1,2022-01-07,97.4,2022-01-05,103.29,4.085231786318903
52.974178065203866,-1.236310096917774,0,49.89,2,24.945,0.1176470588235294,2.0,0.0,0,0,24.89,1,0,0.0,0,0,2022-11-12,25.48,2022-11-14,24.95,16,16,1,2022-11-13,24.85,2022-11-16,25.22,6.749669531932653
52.95311656317799,-1.197773820419417,1,4082.36,5,816.472,0.1724137931034483,0.1923076923076923,1915.29,2,0,1002.84,1,0,1010.38,1,0,2021-12-01,994.45,2023-12-12,992.01,28,3,26,2023-12-12,994.87,2023-12-08,970.76,3.7708665121031957
52.978221611617485,-1.1501918815007557,1,48.82,3,16.273333333333333,0.2,0.4285714285714285,31.39,1,0,11.49,1,0,0.0,0,0,2023-01-28,11.32,2023-07-14,30.57,14,8,7,2023-07-12,31.13,2023-01-27,11.43,2.7740306496878926
52.94937894298775,-1.1263524620095315,0,552.52,3,184.1733333333333,0.1428571428571428,0.5,0.0,0,0,477.52,2,0,0.0,0,0,2022-07-16,201.75,2022-12-17,253.6,20,15,6,2022-12-13,247.88,2022-07-12,200.08,1.1430960218292567
52.90195276863857,-1.23620023534329,0,20.22,2,10.11,0.1333333333333333,2.0,0.0,0,0,10.22,1,0,0.0,0,0,2023-01-15,10.31,2023-01-15,9.72,14,14,1,2023-01-19,10.11,2023-01-18,9.85,8.58679318667195
52.95781781502211,-1.1925253480679463,1,299.11,30,9.970333333333334,1.0,1.0,117.82,11,0,120.72,13,1,50.57,5,0,2021-10-17,9.62,2024-03-14,9.93,29,0,30,2024-03-15,10.29,2024-03-15,10.06,3.445795963089572
52.97202291477497,-1.154776269332068,1,725.12,36,20.142222222222223,1.0,1.0285714285714285,236.94,12,1,238.77,12,1,229.41,11,0,2021-04-23,20.17,2024-02-23,19.34,35,1,35,2024-02-23,19.74,2024-02-21,19.39,2.207587260918702
52.94755161826661,-1.203794643885033,0,100.8,2,50.4,0.5,2.0,50.8,1,0,0.0,0,0,0.0,0,0,2023-12-22,49.83,2023-12-22,50.33,3,3,1,2023-12-26,51.38,2023-12-22,49.32,4.233014693394805
52.92520345971306,-1.2334010122089585,0,79.58,2,39.79,0.1333333333333333,2.0,0.0,0,0,39.58,1,0,0.0,0,0,2023-01-14,40.13,2023-01-18,38.94,14,14,1,2023-01-15,38.47,2023-01-17,39.87,6.9407783369592195
52.90054674029376,-1.25245846932102,0,19.57,2,9.785,0.0606060606060606,2.0,0.0,0,0,0.0,0,0,9.57,1,0,2021-07-31,10.17,2021-07-31,9.89,32,32,1,2021-07-31,9.99,2021-07-29,10.27,9.52160026409752
52.97086325004049,-1.231894456302839,1,326.73,4,81.6825,0.1290322580645161,0.16,106.27,1,0,105.33,1,0,102.65,1,0,2021-09-29,108.08,2023-10-02,105.89,30,6,25,2023-10-02,106.45,2023-10-01,102.48,6.351469361781177
52.996481179368935,-1.1442362608304428,1,60.69,2,30.345,0.0689655172413793,2.0,0.0,0,0,0.0,0,0,30.69,1,0,2021-12-03,28.13,2021-12-06,30.14,28,28,1,2021-12-04,31.46,2021-12-05,30.23,4.749575917491525
52.96270720758752,-1.108536994751815,1,41.18,2,20.59,0.2857142857142857,2.0,21.18,1,0,0.0,0,0,0.0,0,0,2023-09-05,19.72,2023-09-05,20.1,6,6,1,2023-09-08,19.65,2023-09-05,19.88,2.436535604994565
52.91740700091843,-1.1351097229172191,0,1314.09,30,43.803,0.8108108108108109,0.8333333333333334,587.18,12,1,384.95,7,0,306.13,10,0,2021-04-06,30.16,2024-02-28,50.29,36,1,36,2023-01-01,121.88,2023-03-01,30.77,4.0773381213563145
52.92770002903636,-1.1530131610395915,1,1234.57,24,51.44041666666666,0.9230769230769232,0.9230769230769232,603.61,12,1,582.88,11,0,0.0,0,0,2022-03-03,50.08,2024-03-02,50.03,25,0,26,2024-03-02,48.36,2024-03-06,50.19,3.006039328068917
52.94902224788422,-1.1705105874334494,0,258.1,6,43.01666666666667,0.2727272727272727,0.3333333333333333,48.54,1,0,195.67,4,0,0.0,0,0,2022-06-29,51.05,2023-11-14,50.3,21,4,18,2023-11-15,50.66,2023-11-16,51.69,2.01028367588678
52.94104277670508,-1.2427286727255675,0,139.42,2,69.71,0.5,2.0,69.42,1,0,0.0,0,0,0.0,0,0,2023-12-22,71.13,2023-12-23,72.51,3,3,1,2023-12-22,72.17,2023-12-23,70.41,6.9398279752357555
52.9532616059723,-1.2098917972862273,0,50.13,2,25.065,0.125,2.0,0.0,0,0,25.13,1,0,0.0,0,0,2022-12-13,25.64,2022-12-14,24.64,15,15,1,2022-12-12,25.84,2022-12-15,24.81,4.584900866771943
52.918212838794815,-1.195848015606665,0,180.69,2,90.345,0.1538461538461538,2.0,90.69,1,0,0.0,0,0,0.0,0,0,2023-03-08,87.94,2023-03-10,89.45,12,12,1,2023-03-11,92.74,2023-03-11,85.99,5.38286274747869
52.92772314483041,-1.1541325529872395,0,19.74,2,9.87,0.1111111111111111,2.0,0.0,0,0,9.74,1,0,0.0,0,0,2022-10-11,9.66,2022-10-11,10.18,17,17,1,2022-10-12,10.34,2022-10-12,9.99,3.0235176083263746
52.95193054456768,-1.2374353309425887,0,712.63,4,178.1575,0.1379310344827586,0.1538461538461538,238.42,1,0,258.67,1,0,188.62,1,0,2021-12-06,202.59,2023-12-22,248.78,28,3,26,2023-12-22,234.54,2021-12-07,205.07,6.439214099078034
52.95446068756786,-1.162310880535839,0,206.08,2,103.04,0.0714285714285714,2.0,0.0,0,0,0.0,0,0,106.08,1,0,2021-12-22,102.44,2021-12-23,100.84,27,27,1,2021-12-19,103.34,2021-12-23,104.03,1.3883423517856128
53.03329638984458,-1.089816800086743,0,76.85,2,38.425,0.0714285714285714,1.0,0.0,0,0,0.0,0,0,51.85,1,0,2022-01-11,50.21,2022-01-12,51.31,27,26,2,2022-01-13,47.19,2022-01-13,49.79,9.50448425632865
52.99849703413293,-1.1394911076286092,0,19.9,2,9.95,0.5,2.0,9.9,1,0,0.0,0,0,0.0,0,0,2023-12-06,9.68,2023-12-07,10.0,3,3,1,2023-12-05,10.43,2023-12-07,9.84,4.972981769197084
52.95338205884403,-1.1661321084166976,0,145.31,3,48.43666666666667,0.1578947368421052,1.5,0.0,0,0,95.31,2,0,0.0,0,0,2022-09-12,51.17,2022-11-05,50.48,18,17,2,2022-11-01,50.27,2022-11-03,50.51,1.6441617815976015
52.91348291468184,-1.1018590059690945,1,851.38,4,212.845,0.1428571428571428,0.1666666666666666,251.57,1,0,517.4,1,0,49.08,1,0,2021-12-21,49.69,2023-11-28,253.31,27,4,24,2022-11-29,509.04,2021-12-21,49.79,5.227781570331091
52.99447633384517,-1.1647608186208998,0,229.02,2,114.51,0.2,2.0,112.02,1,0,0.0,0,0,0.0,0,0,2023-06-13,119.31,2023-06-15,116.43,9,9,1,2023-06-14,116.75,2023-06-15,116.83,4.781720393377208
52.945795722940666,-1.2410785554456285,1,2974.51,36,82.62527777777778,0.972972972972973,1.0,1510.09,12,1,823.53,12,1,561.03,11,0,2021-04-02,49.48,2024-02-02,124.84,36,1,36,2024-02-01,129.2,2022-11-03,50.07,6.740639288296523
52.963284291309975,-1.2114149208217728,0,138.85,9,15.427777777777775,0.2432432432432432,1.125,0.0,0,0,0.0,0,0,123.85,8,0,2021-04-11,15.37,2021-11-08,15.15,36,29,8,2021-11-12,14.62,2021-11-09,14.8,4.802945818874214
52.918943542936816,-1.2178713696533787,1,80.1,2,40.05,0.6666666666666666,2.0,40.1,1,0,0.0,0,0,0.0,0,0,2024-01-03,40.6,2024-01-07,40.88,2,2,1,2024-01-04,40.9,2024-01-05,39.54,6.427719082665035
52.95209854536067,-1.0871164817653038,1,366.39,34,10.776176470588236,0.918918918918919,0.9444444444444444,119.33,12,1,121.18,11,0,116.16,10,0,2021-03-30,9.65,2024-02-02,10.3,36,1,36,2024-01-30,10.08,2024-01-30,10.05,3.6722816156679117
52.98671455842304,-1.1378604859023318,0,1088.05,5,217.61,0.1515151515151515,0.1724137931034483,554.14,2,0,50.44,1,0,447.61,1,0,2021-08-11,446.11,2023-11-05,60.29,32,4,29,2023-09-24,526.29,2022-03-07,49.11,3.668566985008093
52.941498410562005,-1.1446034273176924,0,20.1,4,5.025,1.0,1.0,15.1,3,0,0.0,0,0,0.0,0,0,2023-12-06,4.94,2024-03-08,5.07,3,0,4,2024-03-05,4.86,2024-03-07,5.1,1.3863223883356688
52.929237117329,-1.1217602549996903,1,45.44,9,5.0488888888888885,0.2432432432432432,1.125,0.0,0,0,0.0,0,0,40.44,8,0,2021-04-02,5.06,2021-11-02,4.94,36,29,8,2021-10-30,4.93,2021-11-03,5.01,3.0468928695222335
52.91882437705603,-1.1014859336614782,0,4.74,3,1.58,0.088235294117647,0.6,0.0,0,0,0.0,0,0,3.94,2,0,2021-07-10,2.02,2021-11-04,1.96,33,29,5,2021-11-06,1.97,2021-11-05,1.99,4.741218776317135
52.96051249726327,-1.1609235758720098,1,780.52,25,31.2208,0.8333333333333334,0.8333333333333334,242.97,12,1,223.99,11,0,287.39,1,0,2021-10-24,297.88,2024-03-17,19.37,29,0,30,2021-10-20,302.08,2024-03-15,20.0,1.491811955045331
52.95529320016925,-1.1568063585641877,0,1294.15,16,80.884375,0.4444444444444444,0.4571428571428571,307.26,3,0,0.0,0,0,949.75,12,1,2021-04-22,101.33,2024-02-29,101.25,35,1,35,2024-03-01,96.79,2021-10-31,49.58,1.0295657101815199
52.92869909072509,-1.1248186626092307,1,52.54,3,17.513333333333332,0.1764705882352941,0.2142857142857142,24.27,1,0,24.7,1,0,0.0,0,0,2022-11-17,25.06,2023-12-14,24.27,16,3,14,2023-12-15,24.74,2023-12-15,25.74,3.017693172266747
52.91853505879706,-1.2383782979690472,1,334.25,3,111.41666666666669,0.15,0.375,195.62,1,0,101.13,1,0,0.0,0,0,2022-08-24,99.66,2023-03-29,202.58,19,12,8,2023-03-31,194.96,2022-08-24,99.55,7.595966813552807
52.93875173426244,-1.23876563156311,0,30.11,2,15.055,0.1176470588235294,2.0,0.0,0,0,15.11,1,0,0.0,0,0,2022-12-07,15.2,2022-12-07,15.15,16,16,1,2022-12-09,15.6,2022-12-09,15.13,6.73841343831766
52.94853346530781,-1.2321217109728906,0,99.48,2,49.74,0.4,2.0,49.48,1,0,0.0,0,0,0.0,0,0,2023-11-23,47.18,2023-11-23,49.46,4,4,1,2023-11-25,49.61,2023-11-22,48.41,6.107361444154387
52.94234322643008,-1.226520429764711,1,198.42,2,99.21,0.125,2.0,0.0,0,0,98.42,1,0,0.0,0,0,2022-12-23,99.17,2022-12-25,99.39,15,15,1,2022-12-26,98.37,2022-12-25,99.47,5.844294515814555
52.9821915631103,-1.204715152875208,0,406.25,8,50.78125,0.4444444444444444,1.1428571428571428,100.2,2,0,256.05,5,0,0.0,0,0,2022-10-22,51.77,2023-04-22,51.07,17,11,7,2023-04-21,49.74,2023-04-22,50.88,5.2818715340497
52.94855409321955,-1.1375714659375025,0,50.2,2,25.1,0.125,2.0,0.0,0,0,25.2,1,0,0.0,0,0,2022-12-28,24.11,2022-12-28,26.03,15,15,1,2022-12-24,24.53,2022-12-28,24.6,0.6488296248911176
52.946281818952194,-1.1636863834422655,0,97.99,2,48.995,0.0625,2.0,0.0,0,0,0.0,0,0,47.99,1,0,2021-09-06,51.43,2021-09-06,49.74,31,31,1,2021-09-09,49.41,2021-09-09,50.19,1.7010271360127667
52.99384674699777,-1.1418493072870053,0,54.96,3,18.32,0.1764705882352941,0.2142857142857142,26.74,1,0,24.65,1,0,0.0,0,0,2022-11-28,25.88,2023-12-09,25.44,16,3,14,2023-12-07,25.6,2023-12-06,24.86,4.453309309010158
52.92984597156383,-1.2023118598960305,1,96.43,4,24.1075,0.8,1.0,77.68,3,0,0.0,0,0,0.0,0,0,2023-11-16,24.11,2024-03-01,24.77,4,1,4,2024-02-27,25.02,2024-02-27,24.71,4.872237076642406
52.91283620758479,-1.1986175796369842,0,117.63,4,29.4075,1.3333333333333333,2.0,77.63,3,0,0.0,0,0,0.0,0,0,2024-01-19,20.89,2024-02-12,20.0,2,1,2,2024-01-22,41.42,2024-02-14,19.39,5.955613451623939
52.96383780474812,-1.204418225718184,1,449.93,4,112.4825,0.1428571428571428,0.16,149.5,1,0,51.6,1,0,230.83,1,0,2021-12-23,244.53,2023-12-22,147.19,27,3,25,2021-12-22,247.37,2022-04-29,48.4,4.3606963204246485
52.9719859178627,-1.1136234982628987,0,59.8,2,29.9,0.4,2.0,29.8,1,0,0.0,0,0,0.0,0,0,2023-11-29,30.78,2023-11-30,29.85,4,4,1,2023-11-28,30.03,2023-11-29,29.98,2.7634312929152336
53.0008943682581,-1.1025261173762408,0,19.79,2,9.895,0.0714285714285714,2.0,0.0,0,0,0.0,0,0,9.79,1,0,2021-12-20,10.27,2021-12-21,9.74,27,27,1,2021-12-20,10.48,2021-12-20,9.9,5.860856024707302
53.01112166735472,-1.13735188727347,0,203.99,2,101.995,0.5,2.0,103.99,1,0,0.0,0,0,0.0,0,0,2023-12-18,99.57,2023-12-18,102.74,3,3,1,2023-12-18,98.2,2023-12-21,100.9,6.382380545850492
52.98349650618831,-1.1209719456390903,0,137.79,2,68.895,0.2,2.0,67.79,1,0,0.0,0,0,0.0,0,0,2023-06-21,67.77,2023-06-21,69.01,9,9,1,2023-06-25,70.21,2023-06-23,69.3,3.5826389152577423
52.98298695069808,-1.041805633059516,0,49.17,2,24.585,0.5,2.0,24.17,1,0,0.0,0,0,0.0,0,0,2023-12-09,23.46,2023-12-10,25.49,3,3,1,2023-12-12,25.32,2023-12-13,24.31,7.453517837455434
52.97355026565002,-1.127146568228841,1,343.56,33,10.41090909090909,0.8918918918918919,0.8918918918918919,120.72,11,0,120.1,12,1,93.55,9,0,2021-04-02,10.16,2024-03-07,10.03,36,0,37,2024-03-06,9.7,2024-03-08,9.91,2.402049590921922
52.93349000737541,-1.2503039665364628,1,37.05,3,12.35,0.1875,0.25,24.12,1,0,10.01,1,0,0.0,0,0,2022-12-16,9.51,2023-11-20,25.25,15,4,12,2023-11-17,25.32,2022-12-15,9.87,7.64498180582843
52.976860059976666,-1.0756978197817408,0,98.47,2,49.235,0.0714285714285714,2.0,0.0,0,0,0.0,0,0,48.47,1,0,2021-12-19,50.0,2021-12-20,50.43,27,27,1,2021-12-20,47.36,2021-12-16,50.44,5.120900582460392
53.00440488640282,-1.1457856772167287,1,540.42,36,15.011666666666663,1.0,1.0285714285714285,175.24,12,1,179.7,12,1,170.48,11,0,2021-04-26,14.91,2024-02-27,14.81,35,1,35,2024-02-24,15.15,2024-02-26,15.0,5.635022829855817
52.96445406773484,-1.1091954741834074,1,272.83,6,45.47166666666666,0.2142857142857142,0.3,35.96,1,0,120.78,2,0,103.34,2,0,2021-12-16,9.76,2023-07-12,34.66,27,8,20,2022-01-05,88.19,2021-12-17,10.14,2.4825878799735985
53.0065876193295,-1.13551720593882,0,40.27,3,13.423333333333334,0.2727272727272727,0.2727272727272727,34.82,2,0,0.0,0,0,0.0,0,0,2023-06-04,9.46,2024-03-18,24.65,10,0,11,2024-03-20,24.45,2023-06-07,10.21,5.885753198826954
52.93269701079435,-1.1202177144854966,0,101.7,3,33.9,0.1071428571428571,0.12,49.38,1,0,0.0,0,0,48.32,1,0,2021-12-22,50.75,2023-12-25,50.13,27,3,25,2023-12-23,49.35,2023-12-21,49.33,2.759094364739588
52.97969029266356,-1.1966745266440884,1,77.16,8,9.645,0.2162162162162162,1.1428571428571428,0.0,0,0,0.0,0,0,67.16,7,0,2021-04-08,9.67,2021-10-06,9.99,36,30,7,2021-10-09,10.5,2021-10-07,9.92,4.68351608214332
52.98712626636089,-1.1139880251834886,0,174.4,7,24.914285714285715,0.1944444444444444,0.2121212121212121,59.88,2,0,48.87,2,0,60.5,2,0,2021-05-10,25.64,2023-12-09,34.54,35,3,33,2023-12-08,35.3,2023-08-20,24.35,4.146224809435046
52.964464642950745,-1.185635495473924,0,70.33,2,35.165,0.1052631578947368,2.0,0.0,0,0,35.33,1,0,0.0,0,0,2022-09-28,33.64,2022-09-30,35.45,18,18,1,2022-09-29,36.97,2022-09-28,34.72,3.18210121259048
52.97078885942872,-1.1446136382285694,1,547.39,36,15.205277777777775,1.0,1.0285714285714285,181.85,12,1,183.98,12,1,166.56,11,0,2021-04-19,15.19,2024-02-19,14.69,35,1,35,2024-02-19,15.94,2024-02-19,15.36,1.8975433334033258
52.98791173531619,-1.1307766468845566,0,50.03,2,25.015,0.0714285714285714,2.0,0.0,0,0,0.0,0,0,25.03,1,0,2021-12-23,25.49,2021-12-23,25.26,27,27,1,2021-12-20,24.45,2021-12-23,24.99,3.8628988220493983
52.91648597764998,-1.2356652228062222,0,68.1,3,22.7,0.1034482758620689,0.1666666666666666,49.42,1,0,0.0,0,0,15.07,1,0,2021-12-05,14.72,2023-04-09,49.11,28,11,18,2023-04-09,50.14,2021-12-05,15.27,7.56341093809429
52.96028209399744,-1.2158540088951213,0,60.24,2,30.12,0.0555555555555555,2.0,0.0,0,0,0.0,0,0,30.24,1,0,2021-04-21,30.34,2021-04-25,29.51,35,35,1,2021-04-22,30.43,2021-04-21,29.35,5.036224496963373
52.91832108334653,-1.1100183722997234,1,419.42,9,46.602222222222224,0.2432432432432432,1.125,0.0,0,0,0.0,0,0,369.42,8,0,2021-04-01,49.65,2021-11-02,49.68,36,29,8,2021-11-01,49.63,2021-11-02,49.88,4.4885496873264765
53.00745927980817,-1.1323684721953118,0,20.12,6,3.353333333333333,0.1666666666666666,1.0,0.0,0,0,0.0,0,0,16.95,5,0,2021-04-26,4.92,2021-09-29,2.04,35,30,6,2021-07-31,5.0,2021-10-01,1.96,6.000864090865396
52.952357544415015,-1.1784345904745892,1,9.88,2,4.94,0.0588235294117647,2.0,0.0,0,0,0.0,0,0,4.88,1,0,2021-07-02,4.91,2021-07-03,4.9,33,33,1,2021-07-01,5.06,2021-06-30,4.99,2.4757035590232785
52.98668579970751,-1.1579614322428189,1,38.12,3,12.706666666666663,0.1764705882352941,0.2142857142857142,9.98,1,0,25.64,1,0,0.0,0,0,2022-11-12,25.28,2023-12-04,10.17,16,3,14,2022-11-11,24.41,2023-12-03,10.09,3.816491884614819
52.91204129092159,-1.1207429344674764,1,10.26,2,5.13,0.1333333333333333,2.0,0.0,0,0,5.26,1,0,0.0,0,0,2023-01-30,4.97,2023-02-01,4.98,14,14,1,2023-02-01,5.26,2023-01-31,5.05,4.858882902876922
52.97581128982691,-1.0903921624833364,1,101.08,2,50.54,0.0689655172413793,2.0,0.0,0,0,0.0,0,0,51.08,1,0,2021-12-04,49.1,2021-12-04,51.04,28,28,1,2021-12-07,50.52,2021-12-05,48.98,4.226068008882561
52.95311558807356,-1.1408642390872652,1,50.89,2,25.445,0.125,2.0,0.0,0,0,25.89,1,0,0.0,0,0,2022-12-25,24.79,2022-12-25,25.09,15,15,1,2022-12-22,24.38,2022-12-24,25.6,0.09657536171405157
52.87579075331654,-1.0916842498253865,0,40.41,2,20.205,0.2,2.0,20.41,1,0,0.0,0,0,0.0,0,0,2023-07-01,20.31,2023-07-05,20.05,9,9,1,2023-07-05,20.29,2023-07-05,20.66,9.313041521314437
